datetime,city,state,country,shape,summary,latitude,longitude
03/19/2023 10:20,Minneapolis,MN,USA,Unknown,UFO spotted in the sky thought it was big air force plane because it looked like it wasn’t moving . Got to VA hospital took picture,44.9772995,-93.2654692
03/19/2023 08:50,St Paul,MN,USA,Rectangle,"While driving on Highway 61, a rectangular object appeared in the sky for about 2 minutes.",44.9497487,-93.0931028
03/19/2023 01:05,Frederick,MD,USA,Light,Bright green light zooming at high speed for a split second then it disappeared,39.415779,-77.4127562
03/18/2023 23:30,Harrisburg,PA,USA,Circle,Extremely bright circular object with a spotlight that disappeared into a cloud,40.2663107,-76.8861122
03/18/2023 21:33,Lowell,MA,USA,Light,Very Bright Erratic Lights Appeared to Spread out and Jump Forward and Backwards,42.6414437,-71.3085329
03/18/2023 21:30,Revere,MA,USA,Chevron,At least 2 or 3 low flying silent crafts one was bluish and white the other was greenish and the last one was black with red lights,42.4084302,-71.0119948
03/18/2023 21:00,Wolfforth,TX,USA,Light,Blinking lights but not a plane,33.5059189,-102.009057
03/18/2023 20:53,Blakely,GA,USA,Fireball,Two orange lights hovering on a dirt road then one disappeared while the other was floating towards the direction the other,31.3773475,-84.9343388
03/18/2023 17:57,Hermiston,OR,USA,Circle,Orbs and a large saucer cloaked in a black cloud,45.8404101,-119.28946
03/18/2023 17:06,Hatboro,PA,USA,Sphere,2 spinning spheres changing direction,40.1746252,-75.106825
03/17/2023 23:30,BIRMINGHAM,AL,USA,Other,I observed a bright blue light hovering over downtown Birmingham AL. This light could be seen on the Southside of Birmingham as well.,33.5206824,-86.8024326
03/17/2023 21:55,Roseville,CA,USA,Cone,"Six red fire balls I looked up and they were in the middle of the sky in 15 seconds or gone parallel, flying to the earthwith tails",38.7521235,-121.2880059
03/17/2023 21:46,Placerville,CA,USA,Fireball,6 or more objects like shooting stars but definitely had a trajectory because they never faded,38.7296252,-120.798546
03/17/2023 21:43,Redwood valley ca,CA,USA,Cigar,Seen this slow moving long set of lights hovering across sky was pretty long forsure then once across the sky disappeared,39.2654449,-123.204449
03/17/2023 21:30,Miller place,NY,USA,Light,"Lights, aligned",40.938901,-72.98295324441354
03/17/2023 21:30,El dorado hills,CA,USA,Fireball,"10 lights, some flying by each other, streaking across the sky",38.68519285,-121.06044710794289
03/17/2023 21:30,Brentwood,CA,USA,Fireball,"Appeared to look like either Missiles, or Debris burning up into atmosphere.",37.9317766,-121.696026
03/17/2023 19:00,Gold Canyon,AZ,USA,Light,"Saw very orange lights in the eastern sky just below Leo, they made several appearances.",33.3710715,-111.42618498017515
03/17/2023 09:45,Stockton,CA,USA,Formation,Red lights in formation streaking slowly,37.9577016,-121.290779
03/16/2023 23:00,Brooktondale,NY,USA,Light,Saw static orb take off at high speed,42.3806287,-76.3946593
03/16/2023 21:50,Palm springs,CA,USA,Changing,Fast and quiet,33.8246269,-116.540303
03/16/2023 20:00,Medford,OR,USA,Orb,"Quite, slow, low moving BRIGHT ORB object",42.3264181,-122.8718605
03/16/2023 19:35,Lynn,MA,USA,Orb,I noticed a light in the sky,42.466763,-70.9494939
03/16/2023 18:20,Independence,KY,USA,Circle,"Three ""objects at a time, with three sets of pure white globes at a time total of 9. Came from nowhere and disappeared to the left.",38.9431183,-84.544109
03/16/2023 17:45,SAN JOSE,CA,USA,Circle,I saw two dots in the sky really far away - they looked like stars. But its light out still- 6pm. Then I saw them moving towards us,37.3361663,-121.890591
03/16/2023 08:15,Herrings,NY,USA,Orb,This is the second time I've been sitting in my living room and see this light cross across my treeline and go straight down.,44.0222865,-75.65398173557692
03/16/2023 06:37,Gastonia,NC,USA,Fireball,Orange/Red fireball seen in sky,35.2622654,-81.1838186
03/15/2023 21:30,Poplarville,MS,USA,Triangle,Driving south on hwy 43 almost drove under it the thing was only about 30 ft above the tree tops,30.8401495,-89.5342315
03/15/2023 21:26,Bellevue,WA,USA,Circle,"Glowing circle, stationary",47.6144219,-122.192337
03/15/2023 20:38,Polk,PA,USA,Light,Bright light speeding across the sky.,41.3670014,-79.9292233
03/15/2023 20:35,Williamsburg,VA,USA,Light,Bright light changed when picture taken.,37.2708788,-76.7074042
03/15/2023 20:00,Wanatah,IN,USA,Light,Bright orange light going a speed i’ve never seen before and out of nowhere it disappears into thin air,41.4305964,-86.898358
03/15/2023 19:25,Lake Placid,NY,USA,Other,3 lights in a straight line formation.,44.2831194,-73.9828318
03/15/2023 16:10,Meridian,ID,USA,Circle,I saw three white dots in the sky dance around each other before parting ways outside my window,43.6086295,-116.392326
03/15/2023 15:30,South Shore,KY,USA,Cylinder,Pill shaped craft being followed by plane,38.7222253,-82.9623639
03/15/2023 15:00,Bronx,NY,USA,Orb,Saw metallic ball 150 feet above head moving ..no sound..silver,40.8466508,-73.8785937
03/15/2023 11:10,Fresno,CA,USA,Circle,"Saw two, red circular lights",36.7394421,-119.78483
03/15/2023 04:06,Middleville,MI,USA,Formation,Multiple Orb lights pulsating,42.7130889,-85.4619599
03/14/2023 23:35,Madison,IN,USA,Disk,"I saw a disk (unknown material) with lights, the top was spinning one direction and the bottom was spinning the opposite direction.",40.1624531,-85.7260804
03/14/2023 20:45,Leland,NC,USA,Circle,I Saw a Large orange light. Seemed to hover. Then moved Slightly and disappeared.,34.236434,-78.0040029
03/14/2023 20:30,Jensen Beach,FL,USA,Triangle,"2 bright orange orbs,high speed,no sound seem one before space X launch and one after when they then turned translucent with no sound",27.2379528,-80.23898988902575
03/14/2023 20:30,Huntsville,AL,USA,Orb,"Light moving erratically, accelerating rapidly and stopping on a dime.",34.729847,-86.5859011
03/14/2023 06:45,Friday Harbor,WA,USA,Light,Small Golden Speck of Light Floating Above San Juan Islands,48.5342662,-123.017124
03/14/2023 03:00,Theodore,AL,USA,Star,"Two clusters of UAP?, The first cluster started with 3 UAP? and eventually up to 6 and then finally 2 remain. About 20 to my 12oclock",30.5463684,-88.2023936859469
03/13/2023 21:38,Madera Ranchos,CA,USA,Orb,Saw bright orb in sky.,36.9310591,-119.8815418
03/13/2023 20:58,JACKSONVILLE,FL,USA,Changing,Game camera picked up a bright light moving left to right with audio that sounds rich with information to me. Unlike any audio before.,30.3321838,-81.655651
03/13/2023 19:05,Key West,FL,USA,Orb,200ft to the left of the Edward B Knight Pier,24.5548262,-81.8020722
03/13/2023 07:20,Wilmington,NC,USA,Unknown,Approx 50’ wide BLUE hued smoky light. It was 18-20 feet from ground up. It was evenly dispersed and pulsating,34.2257282,-77.9447107
03/12/2023 21:40,Oxnard,CA,USA,Unknown,"850' AGL directly overhead @ 65 mph air speed inline 1 behind the other each had 3 distinct extremely bright lights front, bottom, rear",34.1976308,-119.180381
03/12/2023 19:21,Imperial,CA,USA,Teardrop,Saw 3 blue lights after taking photo,33.0305487,-115.3595666
03/12/2023 14:45,Fort Worth,TX,USA,Cylinder,Daylight - two hovering flat cylinders,32.753177,-97.3327459
03/11/2023 20:55,Venice,FL,USA,Cylinder,Object moved slowly across sky. After about 3-4 minutes object faded away.,27.0998315,-82.4442832
03/11/2023 20:00,Pottstown,PA,USA,Triangle,Silent flash of light in triangle,40.2452976,-75.6496424
03/11/2023 20:00,Chehalis,WA,USA,Unknown,Quick UAP,46.6599653,-122.963432
03/11/2023 19:35,East Hartford,CT,USA,Sphere,I got off the bus and noticed 2 spherical red lights to my upper left,41.767914,-72.644512
03/11/2023 18:05,Apache Junction,AZ,USA,Chevron,Zig zag chevron,33.4150485,-111.549577
03/11/2023 15:04,Pensacola,FL,USA,Sphere,Driving west on I-10 with a friend when we both saw a spherical object ~2ft in dia.,30.421309,-87.2169149
03/11/2023 07:04,Pensacola,FL,USA,Sphere,Captured 2ft dia sphere on dashcam,30.421309,-87.2169149
03/11/2023 00:05,McKinney,TX,USA,Unknown,In the night sky adjacent to DFW Airport,33.1976496,-96.6154471
03/10/2023 22:00,Wrightsville,PA,USA,Disk,Really Big Disk shape with white and blue loghts,40.0266809,-76.5334387
03/10/2023 20:30,Columbus,MS,USA,Formation,Large dimly lit V shape line of dots moving swiftly across the sky,33.4956744,-88.4272627
03/10/2023 19:40,Scott city,MO,USA,Circle,"Circle of lights, we saw it as we were driving down the interstate. Could be more witnesses, but not sure, also that is the reason for",37.2163497,-89.5261244
03/10/2023 17:00,Louisville,KY,USA,Disk,My evidence has been stolen from my phones. I can’t give exact information. I had a lot of videos. They deleted files and evp’s.,38.2542376,-85.759407
03/10/2023 15:15,Chico,CA,USA,Sphere,Multiple small flying craft spotted in the sky above my house,39.7284945,-121.8374777
03/10/2023 09:00,Independence (south of),CA,USA,Rectangle,Did not observe the Triangular Craft. Only noticed on photo.,36.8021411,-118.199606
03/09/2023 23:07,Port Orchard,WA,USA,Orb,"6 orbs of light, closely packed, about 100 ft from the ground and slowly floating away.",47.5315625,-122.6384056
03/09/2023 20:55,Hermitage,PA,USA,Chevron,Hovering V shaped craft,41.2333897,-80.44868
03/09/2023 19:37,Opelika,AL,USA,Cigar,Bright hovering long object,32.6454116,-85.3782795
03/09/2023 18:30,Colchester,CT,USA,Triangle,Driving route 2 towards Norwich Ct,41.5756543,-72.3320269
03/09/2023 18:30,Colchester,CT,USA,,6 MADAR sites within 26 miles had spikes,41.5756543,-72.3320269
03/09/2023 16:48,El Toro,CA,USA,Other,Mechanical cogwheel looking large objects behind the cloud.,37.1205328,-121.6733214
03/09/2023 13:26,Twentynine palms,CA,USA,Cylinder,Noticed a bright object floating at high elevation. Appeared small and circular. I noticed it was at a high altitude.,34.1356915,-116.0543506
03/09/2023 07:35,Marina,CA,USA,Unknown,Black flat object flying towards the coast at a slow speed.,36.6844029,-121.802173
03/09/2023 07:10,Riverdale,MI,USA,Disk,Strange disk hovering in a straight path.,43.3855873,-84.835568
03/08/2023 22:45,TURNER,ME,USA,Light,Saw craft with multicolor flashing/strobing lights s,44.2565542,-70.2561951
03/08/2023 21:00,Delphi,IN,USA,Formation,5 bright orange lights in a straight line. Disappeared and reappeared farther to the west.,40.5875371,-86.6750059
03/08/2023 19:45,Warsaw,MO,USA,Triangle,"I saw a triangle of lights hovering quietly about 250 feet above Hwy 65 in Warsaw, Mo, with a sequenced series of flashes.",38.2442186,-93.3774013
03/08/2023 19:00,Kingsport,TN,USA,Unknown,"Brilliant light hovering over Holston Ordnance Army Ammunition Plant, then moved northeast very slowly",36.550238,-82.5594293
03/08/2023 18:52,Mesa,AZ,USA,Unknown,"Driving home saw a Green light jetting across the sky, then it just disappeared into a white “portal”",33.4151005,-111.831455
03/08/2023 18:48,Arenas valley,NM,USA,Star,Star like object bright moving changing directions fast,32.7939907,-108.184206
03/08/2023 18:07,Dillwyn,VA,USA,Flash,"Light ""flash"" for about 30 seconds, seen by 2 state employees who confirmed the sighting to each other",37.5425324,-78.4573605
03/08/2023 17:32,Marshfield,MA,USA,Sphere,Sphere dead on then 180 degree turned into ship,42.091769,-70.7055941
03/08/2023 16:19,River Edge,NJ,USA,Changing,White orb flying above in a peculiar manner and shape shifting. Bright white orb shifted into cube shape.,40.9287098,-74.0398622
03/08/2023 15:25,Goree,TX,USA,Formation,Two craft flying in formation with invisible abilities,33.4699792,-99.523554
03/08/2023 07:49,New York,NY,USA,Oval,85yr old woman told me this,40.7127281,-74.0060152
03/08/2023 05:23,Queens,NY,USA,Unknown,I noticed several crafts arising from the treeline.,40.7135078,-73.8283132
03/07/2023 21:30,Fort Collins,CO,USA,Light,2 alternating red green square lights,40.5871782,-105.0770113
03/07/2023 21:30,Elkfork road,WV,USA,Triangle,"We were sitting watching stars when a massive triangular craft with 3 white lights on the bottom, flying very low, no noise flew over.",38.76603824865501,-81.55304483922325
03/07/2023 20:55,Murphy,NC,USA,Circle,A small circular object with flashing lights staying put in the air.,35.0875836,-84.0346315
03/07/2023 20:40,kent,WA,USA,Orb,"bright light, kinds of twinkling with red, green and blue lights randomly lighting up. stationary craft. small spin and vertical moves",47.3826903,-122.2270272
03/07/2023 19:22,Statesboro,GA,USA,Light,Bright orange light,32.4490141,-81.7832912
03/07/2023 19:15,Oakdale,CT,USA,Other,UFOs crossed our path,41.4662093,-72.1573008
03/07/2023 13:45,Farmington Hills,MI,USA,Changing,"Saw a bright silver metallic object in sky moving shape and then saw a disk shaped turned into side way, and disappeared.",42.4853125,-83.3771553
03/07/2023 03:40,Waco,TX,USA,Light,"One single slowly pulsing very bright light then multiple lights moving erratically (staying stationary, changing direction rapidly)",31.5491899,-97.1474628
03/07/2023 02:20,Thetford,VT,USA,Orb,"Bright Orb appeared, split into 2, one shot off extremely fast, the stationary one faded away.",43.83575905,-72.25194159876418
03/06/2023 19:22,Marietta,GA,USA,Formation,"4 lights close together, all in a row, hovering in sky",33.9528472,-84.5496148
03/06/2023 19:15,Cameron Park,CA,USA,Light,Dropping off some mail in mailbox I looked up at the sky. They were right above me,38.682001850000006,-120.98514424518402
03/06/2023 17:00,Aberdeen,WA,USA,Changing,Floating objects that look like a jelly fish shape,46.975371,-123.815722
03/06/2023 14:07,Oakland,CA,USA,Unknown,It appears like a silver figure,37.8044557,-122.271356
03/06/2023 12:27,Lakewood / Golden,CO,USA,Rectangle,"Black object, rectangular shape, approximately 500 feet above ground moving west slowly.",39.72426,-105.1651283
03/06/2023 07:15,Los Molinos,CA,USA,Cylinder,2 cylindrical objects spinning counter clockwise,40.017272649999995,-122.09027623670353
03/06/2023 03:15,Lancaster,NY,USA,Oval,Went to 2nd story bedroom window and looked out - difficulty sleeping,42.9005956,-78.669997
03/05/2023 23:10,Newport,WA,USA,Changing,Sighting of a very colorful flashing ufo in the western sky from our house in Pend Oreille County Washington,48.1796277,-117.043258
03/05/2023 21:33,Shelby Township,MI,USA,Light,Falling bright light,43.5974492,-86.33795091855055
03/05/2023 21:24,Morrisville,PA,USA,Triangle,2 bright white lights yellowish flashing,40.2114978,-74.7879399
03/05/2023 21:00,Lincoln,NE,USA,Orb,Two bright hovering lights for about 90 minutes,40.8088861,-96.7077751
03/05/2023 20:47,Villas,NJ,USA,Diamond,Low flying aircraft,39.016775499999994,-74.93530303843391
03/05/2023 20:40,Highland,MI,USA,Triangle,Triangle shape of lights very dim,44.1455678,-85.2664329
03/05/2023 19:00,Mooresville,NC,USA,Orb,Turquoise colored light traveling from south to north performing high speed maneuvers and directional changes.,35.5848596,-80.8100724
03/05/2023 16:40,Richmond,VA,USA,Changing,Very high altitude - slow moving - no contrail - very bright,37.5385087,-77.43428
03/05/2023 14:40,The Colony,TX,USA,Circle,Translucent circle orb appeared while flying a kite,33.0890094,-96.8863922
03/05/2023 14:07,Glenhaven,-,USA,Cube,Like a clear beach ball with the cube in it,40.7800455,-96.6512003
03/05/2023 13:20,Willis,VA,USA,Sphere,I saw a whitish sphere overhead that looked like it was not moving until it moved up and turned red and disappeared.,36.8579109,-80.4808945
03/05/2023 12:30,Los Angeles,CA,USA,Changing,Dark object triangular changed shape,34.0536909,-118.242766
03/05/2023 03:30,,-,USA,Formation,Four to five pulsating bright lights that would fade in and out and would move around each other.,29.82494949952984,-95.478675434839
03/05/2023 02:35,Blue springs,MO,USA,Light,Seen several lights flying together in the night sky.,39.017316,-94.282265
03/05/2023 00:43,Springfield,IL,USA,Circle,Circle shaped object travelling very fast in West-southwest direction.,39.7990175,-89.6439575
03/05/2023 00:30,Brooklyn,NY,USA,Light,"Light object sky, In Brooklyn towards Manhattan",40.6526006,-73.9497211
03/04/2023 23:49,Enid,OK,USA,Formation,It suddenly appeared over rhe neighbors house and went from south to north pretty quickly. Maybe 50 60mph,36.3967623,-97.8791341
03/04/2023 23:00,Thermal,CA,USA,Circle,They looked like stars but as time passed they would have moved and they did not,33.6275782,-116.1250452648927
03/04/2023 21:00,Vicksburg,MS,USA,Light,Filmed Multiple lights with Nightscope - Changing Speed,32.3528055,-90.8777342
03/04/2023 20:03,Myrtle Beach,SC,USA,Disk,"Two visible, slanted, lighted disks observed for mere seconds and seemed to disappear.",33.6956461,-78.8900409
03/04/2023 19:42,Tijeras,NM,USA,Orb,We spotted the two orbs spinning with multicolored lights,35.0796355,-106.3879441
03/04/2023 19:30,White deer township,PA,USA,Light,Saw two bright lights fairly high up appearing stationary at first with light being on for 30+ seconds,41.0536403,-76.958134076378
03/04/2023 16:43,Raleigh,NC,USA,Light,Pi shaped object or light in the afternoon sky,35.7803977,-78.6390989
03/04/2023 15:04,Murray,KY,USA,Orb,A giant white orb bigger than a house.,36.6105066,-88.3151539
03/04/2023 15:04,Greenville S C,SC,USA,Orb,"Glare caught my eye, white orb turning grey filmed reviewed show the blue light going up to a bulb. I have frame by frame of a craft !",34.851354,-82.3984882
03/04/2023 03:04,North Rock Springs,WY,USA,Light,My fiance and I saw moving yellow lights engaging in high speed maneuvers,41.6435753,-109.2656838
03/03/2023 21:45,Jacksonville,FL,USA,Flash,Blinking light of very slow duration in the upper atmosphere or geostationary orbit.,30.3321838,-81.655651
03/03/2023 20:19,Dandridge,TN,USA,Light,Bright red light moving horizontally from W to E,36.0153693,-83.4148895
03/03/2023 19:45,Shelbyville,KY,USA,Triangle,"2 bright orbs stationary, undulating, one started moving as I drove up, turned into triangle ship right over me, moved slowly past",38.2120144,-85.2235666
03/03/2023 19:15,Hollister,CA,USA,Fireball,"Two fire-red objects, 500 feet up, were traveling from the south, heading north, and slowly climbing.",36.8524545,-121.4016021
03/03/2023 18:31,Winchester,VA,USA,Disk,Game cam Idk if it is real looks like a flat saucer shape above light. No traffic on the driveway at the time,39.1852184,-78.1652404
03/03/2023 18:05,Scottsdale,AZ,USA,Rectangle,A metallic light in sky that would appear every 5 seconds or so,33.4942189,-111.926018
03/03/2023 14:00,Fullerton,CA,USA,Cylinder,Noticed after taking pictures.,33.8708215,-117.929416
03/03/2023 07:04,Austin,TX,USA,Orb,Small orb with a cast off thin tail hovering on the street,30.2711286,-97.7436995
03/03/2023 06:20,Saint Johns,MI,USA,Orb,Orange orb bright in cloudy sky disappeared into clouds,43.000928,-84.5585098
03/02/2023 23:28,Farmville,VA,USA,Unknown,Looked where we had seen previously and noted one object with colored lights somewhat higher than our previous sighting,37.3024713,-78.3923813
03/02/2023 19:29,Scottsdale,AZ,USA,Sphere,At about 7:25pm while getting out of my car I saw 2 lights over Phoenix. I took some photos and a video.,33.4942189,-111.926018
03/02/2023 18:50,Newmarket,NH,USA,Unknown,Observed 2 unusual stationary objects in the sky.  NUFORC Note: Jupiter and Venus,43.082931,-70.935974
03/02/2023 16:29,Little Falls,MN,USA,Cylinder,Large shiny object high in the northern sky heading east.,45.9763545,-94.3625024
03/02/2023 00:45,Myrtle Beach,SC,USA,Sphere,Bright orange sphere appeared for 15 seconds,33.6956461,-78.8900409
03/01/2023 23:00,Bellingham,WA,USA,Cylinder,Looked like a large helicopter hovering while suspending a mirror of it's self. Lots of lights,48.7544012,-122.478836
03/01/2023 20:32,Chesterfield,MI,USA,Oval,"2 horizontal lights (not blinking), stationary.   NUFORC Note: Jupiter and Venus",42.43318585,-83.30372934086354
03/01/2023 20:30,Crystal lake,IL,USA,Light,"It was 2 bright white lights, equal distance from each other.  NUFORC Note: Jupiter and Venus",42.2411344,-88.3161965
03/01/2023 20:21,Merritt Island,FL,USA,Circle,Objects were seen initially around 5:30pm still there when I took the picture.   NUFORC Note: Jupiter and Venus,28.2662775,-80.66369844594115
03/01/2023 20:16,Broken Arrow,OK,USA,Unknown,It looked like an aircraft that wasn't moving for 10 minutes in the distance.,36.0525993,-95.7908195
03/01/2023 20:15,Rochester,NY,USA,Light,Two lights that appeared to be from one object high and stationary in sky.   NUFORC Note: Jupiter and Venus,43.157285,-77.615214
03/01/2023 20:00,Coldwater,MI,USA,Light,Hovering lights spotted in Coldwater and in Lansing.  NUFORC Note: Jupiter and Venus,41.941091,-85.0030617
03/01/2023 20:00,Kalamazoo,MI,USA,Unknown,2 lights.   NUFORC Note: Jupiter and Venus,42.291707,-85.5872286
03/01/2023 19:58,Lenexa,KS,USA,Circle,2 lights in a row hovering over I35 and 95th street.   NUFORC Note: Jupiter and Venus,38.9697458,-94.7845837
03/01/2023 19:57,Cherryvale,KS,USA,Other,There were two white lights in the sky that were too low to be a plane.   NUFORC Note: Jupiter and Venus,37.270344,-95.5524788
03/01/2023 19:55,Coldwater,MI,USA,Other,2 really vibrant glowing orb like objects that seem to be connected.    NUFORC Note: Jupiter and Venus,41.941091,-85.0030617
03/01/2023 19:53,Holland,MI,USA,Disk,Hanging in the sky moving extremely slow hovering in the sky.   NUFORC Note: Jupiter and Venus,42.7876022,-86.1090828
03/01/2023 19:53,Saylorsburg,PA,USA,Unknown,Saw 2 lights in the sky while getting dropped off at home.  NUFORC Note: Jupiter and Venus,40.899660850000004,-75.3174423266226
03/01/2023 19:51,,MI,USA,Triangle,Fixed lights next to each other. 2nd night seen.   NUFORC Note: Jupiter and Venus,-16.7419965,-43.8707256
03/01/2023 19:46,Mapleton,ND,USA,Unknown,I was moving snow for a couple hours when I noticed 2 lights to the west.   NUFORC Note: Jupiter and Venus,46.889138,-97.052587
03/01/2023 19:46,Parkland,FL,USA,Star,"Saw two bright stars but one changed colors, seemed to not move at all.  NUFORC Note: Jupiter and Venus",26.3100794,-80.23727
03/01/2023 19:45,Stilwell,KS,USA,Circle,There was a circular object with 2 lights. It was hovering low. It hovered low for about 45 minutes then took off very fast.,38.7691755,-94.6563454
03/01/2023 19:38,Garden City,ID,USA,Circle,Saw what appeared to be a Aireal object just hovering in the sky not moving.  NUFORC Note: Jupiter and Venus,43.622111,-116.238178
03/01/2023 19:36,Youngsville,PA,USA,Light,"Two objects, or one with two lights.   NUFORC Note: Jupiter and Venus",41.8522809,-79.3186597
03/01/2023 19:35,Shelby township,MI,USA,Light,Seeing two balls of light in the distance.   NUFORC Note: Jupiter and Venus,43.5974492,-86.33795091855055
03/01/2023 19:35,Berlin,MD,USA,Oval,I watched in the dark as it slowly moved overhead.   NUFORC Note: Jupiter and Venus,38.324505,-75.2188589
03/01/2023 19:35,Sherman Oaks,CA,USA,Unknown,There are two lights that sit apart clearly attached to something. NUFORC Note: Jupiter and Venus,34.1508718,-118.448986
03/01/2023 19:35,Laguna Woods,CA,USA,Circle,"Saw two stationary lights, one brighter than the other with an apparent aircraft flying to the left.  NUFORC Note: Jupiter and Venus",33.6106076,-117.7249722
03/01/2023 19:35,Oceanside,CA,USA,Star,"Looked up at the sky, these 2 ""stars"" shining very brightly side by side.   NUFORC Note: Jupiter and Venus",33.1958696,-117.379483
03/01/2023 19:30,Monroe,MI,USA,Unknown,I exited my apt building to walk my dog noticed 2 lights silent above care home next door to apt building.,41.9153358,-83.5135665
03/01/2023 19:30,Moravia,IA,USA,Circle,"Clear, cloudless evening. Looking up, noticed stationary bright objects in the sky. Record scene on camera phone.",40.891181,-92.8145031
03/01/2023 19:30,Leesburg,GA,USA,Cross,Two stationary white lights. One smaller & higher than the other.   NUFORC Note: Jupiter and Venus,31.7324556,-84.1711966
03/01/2023 19:30,Glenview,IL,USA,Oval,The black elliptical object with 2 bright lights on each end hovered.  NUFORC Note: Jupiter and Venus,42.0700662,-87.8114044
03/01/2023 19:25,Roseburg,OR,USA,Light,2 lights near one another approximately 1 inch apart.  NUFORC Note: Jupiter and Venus,43.216505,-123.3417381
03/01/2023 19:20,Butler,PA,USA,Circle,"Saw two orange lights, one larger than the other, very close together, still, not moving. NUFORC Note: Jupiter and Venus",40.86108,-79.895197
03/01/2023 19:19,Munhall,PA,USA,Other,Two crafts then one dissappeared.   NUFORC Note: Jupiter and Venus,40.3922914,-79.9000499
03/01/2023 19:17,New hope florida,FL,USA,Circle,"I watched 2 lights that were different sizes, one being bigger then the other. NUFORC Note: Jupiter and Venus",30.9476822,-85.8793795
03/01/2023 19:15,Lima,NY,USA,Light,It is two lights in the western sky that are not star like. Not moving. NUFORC Note: Jupiter and Venus,42.9050057,-77.6116677
03/01/2023 19:15,Hazleton,PA,USA,Oval,"Oval shaped object, and tiny red light",40.9548956,-75.9769572
03/01/2023 19:08,Barberton,OH,USA,Other,Two lights high in the sky stationary very large and bright. Seen clouds moving infront of it. NUFORC Note: Jupiter and Venus,41.012833,-81.6051221
03/01/2023 19:07,Farrell,PA,USA,Changing,Light greenish blue-red then all white then another light up directly in front of it,41.212279,-80.496737
03/01/2023 19:00,Jackson,MS,USA,Unknown,2 star-like objects close together not moving but there was too much cloud cover to see other stars.  NUFORC Note: Jupiter and Venus,32.2998686,-90.1830408
03/01/2023 19:00,North Las Vegas,NV,USA,Triangle,2 lights with one dark triangular object hovering.   NUFORC Note: Jupiter and Venus,36.2005843,-115.121584
03/01/2023 19:00,Washington,DC,USA,Light,2 slowly descending objects over Capitol Hill area,38.8950368,-77.0365427
03/01/2023 18:57,Fontana,CA,USA,Egg,It disappears comes back in twos .,34.0922947,-117.43433
03/01/2023 18:50,Altoona,PA,USA,Circle,Not sure if it was one or 2,40.5193586,-78.3968299
03/01/2023 18:50,Maquoketa,IA,USA,Unknown,Two bright lights in a direct line hovering. Very large and very bright no noise came from it. NUFORC Note: Jupiter and Venus,42.0690915,-90.6654748
03/01/2023 18:49,Butler,PA,USA,Unknown,Looked up at an unfamiliar light in the sky that me and my wife had first noticed. There were 2 lights.  NUFORC Note: Jupiter and Venus,40.86108,-79.895197
03/01/2023 18:45,Delavan,WI,USA,Light,2 close bright lights very close staionary.   NUFORC Note: Jupiter and Venus,42.633102,-88.6460554
03/01/2023 18:45,Spokane,WA,USA,Circle,Observed 2 bright circular objects that appeared to emit extremely bright white light.  NUFORC Note: Jupiter and Venus,47.6571934,-117.42351
03/01/2023 18:42,Bristol,WI,USA,Light,2 white lights in skyJust sat there hovering,43.2731217,-89.2115666
03/01/2023 18:30,Jurupa Valley,CA,USA,Other,2 lights hovering in same spot for over an hour.   NUFORC Note: Jupiter and Venus,33.9798472,-117.4515754
03/01/2023 18:25,glenview,IL,USA,Light,it was an alignment of 2 bright lights not moving.  NUFORC Note: Jupiter and Venus,42.0700662,-87.8114044
03/01/2023 18:20,Torrance,CA,USA,Light,Two small lights apart - about the width of a wing span of a commercial airplane.   NUFORC Note: Jupiter and Venus,33.8371392,-118.3413606
03/01/2023 11:49,Miami,FL,USA,Rectangle,A huge object shaped like a rectangular prism was observed in the sky at a great distance moving from east to west.,25.7741728,-80.19362
03/01/2023 07:15,Riverdale,CA,USA,Light,"Strange circular lights floating still, below star range.  NUFORC Note: Jupiter and Venus",36.425687999999994,-119.8561586660079
03/01/2023 03:30,Morgantown,WV,USA,Sphere,Reddish orange sphere hovering above neighbor's residence.,39.6296809,-79.9559437
03/01/2023 02:17,Window Rock,AZ,USA,Light,Horizontal Lights,35.6763274,-109.058149
03/01/2023 00:04,"Farmville,",VA,USA,Unknown,Went out to walk dog and saw a cluster of colored lights moving irradically (zig-zagging) and then noticed additional similar clusters.,37.3024713,-78.3923813
03/01/2023 00:03,Farmville,VA,USA,Other,"Multiple lights in array on craft, too far to discern shape. Lights red, white and blue. Erratic movements, not straight paths",37.3024713,-78.3923813
04/30/2023 20:30,Miami Beach,FL,USA,Fireball,I was walking south on the beach from 69th and turned around to see the half moon shaped craft going faster than anything I ever saw,25.7929198,-80.1353006
04/30/2023 20:30,Hypoluxo,FL,USA,Other,"Bowl-like large shape moving east, the bottom of ""bowl"" leading followed by a long, wide, ribbon-like plume.",26.5665166,-80.0535271
04/30/2023 20:30,Punta Gorda,FL,USA,Circle,A round ball traveling south at a fast rate of speed. It looked like an orb that I have seen on many UFO documentaries.,26.9351529,-82.0512058
04/30/2023 20:30,Charleston,SC,USA,Orb,Moving slowly in a straight line,32.7884363,-79.9399309
04/30/2023 20:30,Sebring,FL,USA,Circle,8:30 pm seen a white trail of a moon like object that just appeared with red blinking lights n disappeared,27.4957453,-81.4410425
04/30/2023 20:29,Pembroke Pines,FL,USA,Fireball,Ball of heat with a rounded cone shape heading east with an orange trail.,26.0061943,-80.2872086
